cve_ent,cve_mun,cve_loc,cve_ageb,nomloc
25,10,559,990,Taxtes Viejos (La Cuera)
25,10,625,990,Téroque Viejo
25,10,1398,101A,La Arrocera
25,11,43,1002,Las Américas
25,11,85,1089,Casa Blanca
25,11,95,1093,El Crucero
25,11,106,1074,Cuesta de Arriba
25,11,107,1074,La Cuestona
25,11,111,1055,Chino de los López
25,11,115,1040,La Chuparrosa
25,11,120,1040,El Dorado Número Uno
25,11,168,979,Miguel Alemán
25,11,251,1002,San Rafael (General Miguel Valle Dávalos)
25,11,281,095A,El Toruno
25,11,291,964,El Zopilote
25,11,358,945,Ladrilleras de Ocoro
25,11,370,1040,Las Crucecitas
25,11,480,1040,La Entrada Vieja
25,11,605,998,La Cuerda
25,11,912,1040,Agua Blancona
25,11,963,1002,Colonia Paul
25,12,197,1211,Los Gavilanes
25,12,210,1160,El Habal
25,12,483,1207,Las Higueras del Conchi
25,12,1185,2120,La Mora Escarbada
25,12,1189,2120,El Vainillo
25,13,19,441,Alhueycito
25,13,53,615,Caimanero
25,13,132,441,Higuera de los Vega
25,13,157,422,Los Letreros
25,13,179,441,Mazate de los Sánchez
25,13,256,579,Potrero de los Sánchez (Estación Techa)
25,13,282,615,Estación Retes
25,14,13,472,Copales
25,14,29,504,Loma del Zorrillo
25,14,57,400,El Tablón Número Dos
25,14,287,449,El Matadero
25,14,435,400,Tablón Viejo
25,15,3,605,Álamo de los Montoya
25,15,6,662,Las Cabezas
25,15,8,061A,Caitime
25,15,43,624,Terrero de los Guerrero
25,17,76,949,Cubiri de la Cuesta
25,17,141,1025,La Loma de Lugo
25,17,197,934,La Playa
25,17,206,1006,Potrerillos
25,17,216,987,La Presita
25,17,244,915,Ruiz Cortines Número Tres
25,17,511,1025,Sanaria
25,17,552,1025,El Macapule
25,17,581,092A,Campo Seis
25,17,638,103A,Alfredo V. Bonfil (Siete Ejidos)
25,17,847,092A,Naranjo Segundo
25,17,1002,991,Tierra Blanca
25,17,1450,1025,Colonia 6 de Mayo
25,17,1522,915,El Amapal
25,18,3,607,Aguapepito
25,18,6,503,Altata
25,18,17,490,Bariometo
25,18,36,522,Campo Cinco Hermanos (Emiliano Zapata)
25,18,68,486,El Limoncito
25,18,70,522,Lo de Reyes
25,18,84,522,Patagón
25,18,98,607,Rosa Morada
25,18,107,490,Santa Fe
25,18,190,556,Buenos Aires
25,18,199,556,Campo Balbuena
25,18,227,541,Ciudad de los Niños
25,18,349,560,San Luis
25,18,511,537,Monte Calvario
25,18,523,433,Constituyentes de Sinaloa
26,1,3,93,La Estancia
26,1,7,89,San Pablo (San Pablo de Aconchi)
26,3,174,952,Osobampo
26,3,256,126A,Tapizuelas
26,3,283,1221,El Zapote
26,17,37,1814,Rodolfo Campodónico
26,17,398,1814,Adolfo Orive de Alba
26,17,898,1833,Poblado San Felipe
26,17,1335,1994,Ninguno [Ejido Ampliación Frontera]
26,18,76,1756,Antonio Rosales
26,18,393,1807,Nueva Casa de Teras
26,18,526,1690,Zona de Granjas (Granjas Mica)
26,21,107,429,Rancho la Virgen
26,23,25,032A,Ojo de Agua
26,25,37,396,La Palma
26,25,69,396,Úrsulo Galván
26,26,77,043A,La Vasconia (Del Apellido Vasco)
26,26,128,393,Siete Leguas
26,26,186,393,San Pedro Viejo
26,27,43,048A,Adolfo Ruíz Cortínez
26,29,179,1656,Palo Verde
26,29,631,1904,El Renacimiento
26,29,1263,1923,Lomas de Colosio
26,29,1637,1904,Villa Bemela
26,29,1704,1938,Campestre San Alberto
26,29,1708,1904,Campestre Corceles
26,30,281,4435,La Habana Número Dos
26,30,347,4469,Mineros de Pilares
26,30,403,4628,Plan de Ayala
26,30,608,3812,El Saucito
26,30,783,3954,Fructuoso Méndez
26,30,866,4026,Suaqui de la Candelaria
26,30,928,4098,La Galera
26,30,1214,4806,El Choyudo (Los Japoneses)
26,30,1862,4308,El Crucero (Cero Norte)
26,30,1967,4539,Narciso Mendoza
26,30,2056,4331,Ejido Nuevo San Miguel
26,30,3004,4223,Campestre Ejido la Yesca
26,30,3025,4079,Corrales San Juanero
26,30,3095,4331,La Habana Tres
26,30,3816,3827,Real del Molinito [Campestre]
26,30,3903,3795,El Ocotillo [Fraccionamiento]
26,30,4029,4026,La Polka
26,30,4033,4219,Nueva Europa
26,33,40,468,Francisco Sarabia
26,33,52,379,Júpare
26,33,56,449,Estación Luis
26,33,77,379,La Primavera
26,33,86,472,Sonora Sinaloa (Bamocha)
26,33,88,379,El Tábare
26,33,103,472,Totoliboqui
26,33,107,453,10 de Abril
26,33,115,491,Playa los Baños
26,33,285,519,Faustino Félix Serna
26,42,21,908,Rancho Camargo
26,42,126,895,Tetapeche
26,42,136,908,Sapomora
26,42,735,908,San Francisco
26,43,239,712,Cíbuta
26,43,485,708,Campestre el Potrero
26,48,245,1825,Agua Zarca
26,48,272,1948,Playa Dorada (Playa Norte)
26,50,20,204,La Paz (La Paz de Rayón)
26,51,15,644,Cedros
26,55,39,1410,El Fronterizo
26,55,147,1406,Los Tornero
26,55,364,1302,El Barrote
26,57,206,351,Batuc Viejo
26,64,28,038A,Los Fresnos
26,66,26,488,La Estancia
26,66,30,488,Guadalupe (Guadalupe de Ures)
26,66,77,488,San Rafael
26,66,82,469,El Sauz (Sauz de Ures)
27,1,44,365,Mactún
27,2,160,517,Benito Juárez (La Playita)
27,3,331,209,Caparroso
27,4,35,386,Anacleto Canabal 3ra. Sección
27,4,90,422,Estancia Vieja 1ra. Sección
27,4,150,371,Plátano y Cacao 4ta. Sección
27,4,152,371,Plátano y Cacao 2da. Sección (La Isla)
27,4,188,456,Gaviotas Sur (El Cedral)
27,4,286,475,Alvarado Santa Irene 2da. Sección (El Taizal)
27,5,67,63,Tránsito Tular
27,6,17,75,Cumuapa 1ra. Sección
27,6,55,22,Reforma
27,8,123,351,Gregorio Méndez
27,8,129,332,Unidad Modelo Sábana Larga
27,9,10,62,Chichonal 1ra. Sección
27,10,23,44,Mecoacán
27,14,54,62,Chiltepec (Sección Pénjamo)
27,15,100,21,División del Norte
27,17,2,172,Acatlipa
27,17,54,168,Nueva Esperanza
28,1,110,425,Delicias
28,2,163,598,Paso Hondo
28,2,183,28,Real de Alamitos
28,2,256,494,El Pichijumo
28,2,388,314,Cinco de Febrero
28,2,634,634,La Gloria
28,3,105,114,Maclovio Herrera (Miradores)
28,3,112,010A,Mata del Abra
28,3,143,434,La Pedrera
28,3,176,1004,Ricardo Flores Magón
28,3,355,129,Las Prietas (La Curva)
28,3,761,152,Nuevo Benito Juárez
28,3,875,152,Altamira Servicios de Infraestructura (ASISA) [Parque Industrial]
28,5,79,027A,El Mulato
28,6,26,205,San Miguel de Waldo
28,7,6,43,El Azúcar
28,7,12,24,Estación Camargo
28,7,50,217,Congregación Ochoa
28,7,469,58,Santa Gertrudis
28,8,10,341,Los Ángeles (Felipe Ángeles) [Ejido]
28,8,137,360,San Vicente
28,8,208,182,Diecinueve de Abril
28,8,473,229,Campo Número Tres
28,10,62,034A,Tres Palos
28,11,67,120,Nuevo Pensar del Campesino
28,11,116,120,San Pedrito
28,12,83,734,Magiscatzin
28,12,393,344,López Rayón
28,13,28,229,La Diana
28,13,89,55,La Parrita
28,13,110,233,El Roble
28,16,11,362,Benito Juárez (Monfort)
28,16,44,343,La Esperanza
28,16,99,305,El Pensamiento Libre
28,17,10,302,El Carrizo
28,18,14,297,El Encinal
28,18,58,333,Benito Juárez (El Tepeyac)
28,18,198,390,Juan Báez Guerra
28,19,114,398,San Rafael
28,21,3,76,El Abra
28,21,11,61,Arturo Benítez
28,21,15,964,Los Aztecas
28,21,37,42,Dieciséis de Septiembre (El Nueve)
28,21,43,61,Emiliano Zapata
28,21,112,979,La Reforma
28,22,98,1921,Cinco de Mayo
28,22,178,340,La Libertad Número Dos
28,22,226,20,Palo Blanco
28,22,262,302,Quijano
28,22,387,124,La Tijerita
28,22,1420,1902,Los Ranchitos (El Crucero)
28,22,1919,158,La Higuera
28,22,2123,1103,Las Ventanas [Parque Industrial]
28,23,248,278,Mártires del Campo
28,23,250,263,El Moquetito
28,25,26,569,El Ranchito (Cerro Azul)
28,25,27,569,El Ranchito (Salitrillo)
28,25,84,569,El Nogalito
28,26,16,027A,Servando Canales (La Arena)
28,29,4,125,Adolfo López Mateos (Chamal Nuevo)
28,29,14,356,Práxedis G. Guerrero (Callejones)
28,29,113,341,Rancho Nuevo
28,30,47,37,Nuevo San Juan
28,32,994,014A,Buenavista
28,33,277,132,Mario Souza
28,33,373,58,Ampliación Río Bravo
28,34,9,163,El Barranco Azul
28,35,6,156,Águila Azteca
28,35,428,1046,El Barrancón del Tío Blas (El Barrancón)
28,35,460,993,Punta de Alambre (Puente de Alambre)
28,35,493,52,Alfredo V. Bonfil (Luis Echeverría)
28,35,545,993,Punta de Piedra
28,39,40,545,Lucio Vázquez (El Charquito)
28,39,48,193,Caudillos del Sur (Palos Altos)
28,39,50,494,Pedro Ruiz Molina
28,39,53,121,La Presa de Ramos
28,39,54,189,Guadalupe Victoria (Rancho Nuevo)
28,39,61,475,San Antonio de Nahola (San Antonio)
28,39,83,121,Tierras Blancas (Cinco de Mayo)
28,39,84,155,El Refugio (La Unión)
28,39,99,174,La Cardoncita
28,39,166,545,Las Cruces
28,39,184,244,Francisco I. Madero
28,39,205,85,El Sauz (Mi Ranchito)
28,40,56,14,Ignacio Manuel Altamirano
28,40,182,635,Magueyes [Carretera Estatal 53 entre Sur 73 y Sur 78]
28,41,70,1448,Estación Caballeros
28,41,90,1467,La Libertad
28,41,98,1448,Miguel Hidalgo
28,41,100,1467,La Misión
28,41,124,1452,Rancho Nuevo
28,41,129,1452,El Sabino
28,41,149,1433,Santa Ana
28,41,157,100,Santa Librada
28,41,940,1448,Miguel Hidalgo [Colonia]
28,42,68,343,Miguel Hidalgo
28,43,14,92,El Azúcar
29,4,6,27,La Garita
29,6,12,40,San Felipe Sultepec
29,31,17,39,José María Morelos y Pavón
29,34,84,64,Tecomalucan
29,34,86,45,San José Tepeyahualco
29,40,4,254,La Ascensión Huitzcolotepec
30,3,12,22,Esperanza Malota
30,3,14,75,El Hato
30,3,27,18,San Ángel
30,3,33,183,Tecuanapa
30,3,34,56,Tierra Colorada
30,4,34,72,Paso del Cedro
30,4,35,91,Paso de la Milpa
30,5,4,12,Atzizintla
30,6,3,39,Aguachinola
30,6,17,39,Tecamalucan
30,9,18,64,Cerrillos de Díaz
30,9,183,30,Yerbabuena
30,10,12,31,Ignacio Zaragoza Segunda Sección
30,10,15,50,Lerdo de Tejada
30,10,47,12,Colonia Ejidal Guadalupe Victoria
30,10,105,50,Xocotla
30,10,118,50,Colonia el Establo
30,12,19,17,Los Pinos (Buena Esperanza)
30,14,35,26,Ignacio Zaragoza
30,14,50,26,Rancho Trejo
30,14,51,45,Colonia San Francisco
30,15,107,57,Arroyo Grande de Arriba (Colonia Francisco I. Madero)
30,15,310,38,Fraccionamiento los Idolos
30,16,10,16,La Posta
30,19,7,18,Choapa
30,20,2,19,Acultzinapa (San Miguelito)
30,20,39,19,Terrero
30,23,127,59,La Noria (Arrieral)
30,32,41,43,Matalcalcinta
30,32,76,147,Barra de Sontecomapan
30,32,84,147,Perla de San Martín
30,34,6,86,Colonia Morelos (El Veinticinco)
30,35,4,26,La Ceiba
30,35,7,11,El Crucero
30,38,236,13,Hacienda los Cafetales
30,39,166,203,Colonia Veracruz
30,40,9,30,Furberos
30,44,52,241,San José de Tapia
30,44,117,237,Santa Teresita (Segunda Manzana del Barreal)
30,44,118,237,La Palma (Tercera Manzana del Barreal)
30,44,217,237,Los Lienzos
30,45,185,145,El Coyol (Kilómetro 11)
30,45,395,766,El Cerrito
30,49,123,89,La Tinaja
30,51,7,002A,La Lima
30,51,14,34,San Marcos
30,53,48,001A,La Pitahaya (La Luz)
30,54,3,110,Arroyo del Soldado (Arroyo del Obispo)
30,54,43,40,Arroyo Claro
30,55,12,48,Chapopote Chico (Tlachinolapa)
30,55,29,14,Zapotitla
30,58,10,88,Ahuimol Tzimpiasco
30,58,43,54,Francia Nueva
30,58,70,20,Monte Grande
30,58,79,16,Pastoría
30,58,133,35,Alaxtitla Morenotlán
30,58,145,20,Nuevo Tecerca
30,58,279,69,Ejido las Vegas
30,58,306,88,Tecuapa
30,58,339,88,Lindero Achupil
30,59,206,28,El Manantial [Centro de Población Agrícola y Ganadera]
30,61,7,134,Cuauhtémoc Pedregal
30,61,43,153,Alto Uxpanapa (El Amate)
30,61,173,346,Licenciado Benito Juárez
30,61,324,242,Pueblo Viejo
30,61,378,30,El Sahuayo
30,61,580,346,El Azufre
30,61,745,261,Malpaso (Malpasito)
30,61,876,79,Las Piedras
30,61,1269,596,Cuauhtémoc Km. 17
30,63,48,69,Tamalcuatitla
30,65,8,44,Cerro Gordo
30,65,73,78,La Cumbre
30,65,210,129,Colonia Gobernadores
30,66,9,56,El Ermitaño
30,66,22,18,Poza Larga Zapotal
30,69,5,24,Carrillo Puerto (Santa Rosa)
30,69,19,24,Paguas de Coronado
30,69,65,24,Ejido Soto y Gama
30,70,18,326,Ignacio Allende el Grande
30,71,4,37,Amatiopa (Mesa Limón)
30,71,32,22,Tlavictepan
30,72,22,49,Palo Bendito
30,73,17,116,La Gloria
30,73,90,120,Nacaxtlito
30,74,2,001A,Donato Guerra
30,75,26,55,Pozo de Arena
30,77,31,79,Garza Blanca
30,77,56,26,Viloria Viejo
30,77,233,79,Palma de Oro
30,78,22,42,Tancuban
30,78,23,23,Tzicuatitla
30,79,9,004A,Buenavista
30,79,11,004A,Caltzontepec
30,80,5,36,Ixcapantla
30,80,24,36,Matlaquiáhuitl
30,82,54,26,El Túnel
30,83,10,23,Cacahuatengo
30,83,24,23,Huexotitla
30,83,37,23,Llano Enmedio
30,83,55,19,La Pita
30,83,58,57,Poza Grande
30,84,62,54,Las Cuatas
30,87,27,431,Xoloxtla
30,87,124,287,La Haciendita
30,87,157,821,Humberto Aguirre Cruz
30,87,158,287,La Cúspide
30,89,19,12,San Lorenzo
30,90,33,28,El Rincón
30,91,85,171,Juan de la Luz Enríquez
30,91,457,97,Fidel Herrera Beltrán
30,93,7,15,El Pueblito (Garbanzal)
30,100,59,11,Curva del Paso Real
30,101,7,95,Loma Grande
30,101,46,108,La Loma
30,102,67,336,La Unión Paso Largo
30,102,71,011A,Villanueva
30,105,30,22,Ixcoalco
30,105,40,18,Mata Ortiz
30,105,49,22,Paso Colorado
30,105,61,18,Rancho del Padre
30,105,299,18,Colonia Clara Córdoba Morán
30,108,37,683,La Concepción
30,108,107,77,Emiliano Zapata
30,108,144,166,La Reforma
30,111,11,15,Nuevo Teapa
30,112,94,46,Fraccionamiento de los 4 Soles
30,115,19,14,Taza de Agua Ojo Zarco
30,116,23,11,Ojapa
30,117,28,42,Paso Amapa
30,117,37,19,Tecoloteplán (Estación Omealca)
30,122,11,57,Minzapan
30,122,28,38,Nuevo Mangal
30,123,7,69,Jopoy
30,123,39,266,Ex-Hacienda Chintón (La Quina)
30,123,89,285,Vega de Otates
30,123,501,196,Ejido Tancoco
30,123,609,270,Pánuco (La Pitahaya) [Nuevo Centro de Población]
30,124,6,140,Ignacio Allende
30,124,18,13,Caristay
30,124,39,140,Francisco I. Madero
30,124,110,66,Tenixtepec
30,124,119,189,Veinte de Noviembre
30,126,40,41,El Tejón
30,126,135,41,Colonia el Cocuíte (La Santísima)
30,126,138,18,Yucatán
30,128,6,12,El Frijol Colorado
30,128,10,65,Libertad
30,129,179,001A,Octayo
30,130,93,010A,Vicente Guerrero
30,131,22,1092,Cerro del Mesón
30,132,18,15,Úrsulo Galván
30,134,29,39,Remudadero
30,134,33,24,Tamarindo
30,141,36,86,Francisco I. Madero
30,141,50,86,Matacapan
30,141,174,137,Vista Hermosa II
30,141,281,67,Ampliación Caravaca (Kilómetro 30)
30,142,6,98,Bellaco
30,142,27,012A,Ejido Monte Verde
30,142,66,83,Tizamar
30,143,22,76,Francisco I. Madero
30,143,30,131,Medellín
30,143,48,131,Río Grande
30,143,70,61,Tibernal
30,143,340,131,Santa Elena
30,143,346,38,Valle Verde
30,144,132,54,San Antonio
30,148,80,002A,Puerta de Mata Anona
30,149,18,99,Mirador Saltillo
30,149,51,007A,Hilario C. Salas
30,151,20,82,La Encarnación
30,151,75,63,Estero de Milpas
30,154,7,12,La Ceiba Ocampo
30,155,160,382,Moralillo
30,155,178,166,El Sabroso Uno Crucero Palmito
30,155,710,166,La Unidad
30,157,25,29,Teayo
30,157,30,14,Nueva Reforma
30,157,59,33,Ignacio Zaragoza
30,159,10,19,Xopilapa
30,160,2,128,Aguacate de Vinazco
30,160,4,147,Agua Nacida
30,160,25,96,La Camelia (Palo Blanco)
30,160,62,109,Hidalgo Amajac
30,161,6,144,Corozal
30,161,44,144,Pochuco
30,161,248,125,Guayalitos
30,166,12,13,Vicente Guerrero (Tepetates)
30,169,32,72,La Guadalupe
30,169,200,87,Tierra y Libertad
30,172,7,10,Emiliano Zapata
30,173,18,008A,Laguna Chica (Pueblo Nuevo)
30,173,32,111,Puente Chilapa
30,174,2,104,El Amate
30,174,117,15,El Tamarindo
30,174,550,176,Nuevo Laguna Escondida
30,174,560,002A,Loma de la Villa
30,175,30,50,La Isla (Kilómetro 10)
30,175,42,50,Nuevo Progreso (Kilómetro 12)
30,175,66,169,San Nicolás
30,175,171,31,Los Pinos
30,175,357,154,Fernando Gutiérrez Barrios
30,180,22,12,La Pahua
30,181,54,81,El Moste
30,181,99,113,La Tranca
30,181,212,151,Colonia Fernando Gutiérrez Barrios
30,181,361,151,Colonia las Flores (La Boca)
30,181,400,43,Colonia Leandro Valle
30,183,18,14,San Isidro
30,183,70,14,La Granja
30,187,6,13,Piedras Grandes
30,189,47,56,Juana Moza
30,189,480,41,Ampliación Fraternidad Antorchista
30,191,9,16,El Limoncito
30,196,17,12,Los Mangos
30,202,7,11,La Candelaria
30,205,72,225,Cuve de los Marcos
30,206,50,003A,Democracia y Libertad
30,210,19,016A,Bajo Grande
30,210,87,66,Los Liberales
30,210,108,193,Paso del Moral
30,210,121,117,Rafael Murillo Vidal
30,210,212,136,Manantiales
30,211,26,218,El Faisán
30,211,121,190,Fidelidad
30,212,20,008A,Ejido Sergio Vera Cervantes
30,212,37,41,General Lázaro Cárdenas
30,212,61,94,Nuevo Ideal de Arriba
31,2,10,53,Tepich Carrillo
31,2,14,53,Dzitiná
31,4,10,39,Tixkuncheil
31,6,2,122,X-Bec
31,9,3,69,San Antonio Xiat
31,13,6,57,X-Cuyum
31,14,13,35,Chebalam
31,14,40,35,X-Akabchén
31,17,14,75,X-Bohom
31,17,83,008A,Muchucuxcáh
31,21,22,78,Chan X-Cail
31,21,24,63,Nuevo X-Habín
31,21,33,59,Chan Pich
31,26,35,006A,San Benito
31,30,76,96,Yaxché
31,33,3,100,Cuch Holoch
31,34,3,42,Sahcabá
31,36,12,70,San Isidro Ochil
31,40,4,162,Cuauhtémoc
31,46,65,62,Nuevo San Juan
31,48,7,175,Granada (Chican Granada)
31,48,10,018A,Kanachén
31,48,18,018A,Santa Cruz
31,50,90,2057,Dzununcán
31,50,140,2038,Yaxché Casares
31,50,268,2038,Oncán
31,51,6,43,Tekat
31,52,17,125,San Pedro Chacabal
31,52,18,110,Tanyá
31,56,149,158,Huntochac
31,59,9,342,San Ignacio
31,63,4,63,San Antonio Tedzidz
31,67,46,43,Holactún
31,76,2,76,Chinkilá
31,76,3,76,Itzincab
31,76,7,76,Oxtapacab
31,76,11,76,Sotuta de Peón
31,81,11,57,X-Cocmil
31,84,3,78,Chenché de las Torres
31,85,57,130,Santa Rita
31,85,178,130,Ekbalam
31,92,4,101,Ekpedz
31,93,5,81,Euán
31,93,10,81,Ruinas de Aké
31,94,5,55,Chicán
31,96,70,740,Tezoco Nuevo
31,98,39,177,Xcobiakal (Xcobilakal)
31,99,80,51,San Lorenzo
31,101,6,155,Hotzuc
31,101,12,140,San Antonio Chum
31,101,13,155,San Antonio Mulix
31,101,16,155,Ticimul
31,102,149,171,X-Cohuó
31,102,481,171,X-Bacab
31,102,631,222,Bolmay
31,102,655,186,Santa Eleuteria
32,1,30,27,Los Llamas (San Isidro)
32,1,34,12,Media Luna
32,1,56,27,El Tule
32,1,90,27,La Tiricia
32,3,10,17,El Durazno
32,3,19,21,Salisflor
32,5,190,45,Calera [Parque Industrial]
32,7,11,285,Los Encinos
32,7,21,105,Pabellón Hidalgo (El Pabellón)
32,7,50,54,La Curva
32,9,67,97,La Purísima (Ojo del Toro)
32,10,78,581,Buenavista de Rivera
32,10,83,717,Las Catarinas
32,10,92,384,Chichimequillas
32,10,97,11,Emiliano Zapata (El Terreadero)
32,10,134,037A,Rafael Yáñez Sosa (El Mezquite)
32,10,140,172,Colonia Montemariana (Colonia Mariana)
32,10,155,076A,Órganos
32,10,188,647,Rincón de la Florida
32,10,193,280,El Salto
32,10,1289,717,Las Tres Marías
32,14,20,129,General Manuel Ávila Camacho (Mesillas)
32,14,57,25,Villa Cárdenas
32,16,61,34,Colonia Aurelio Pámanes Escobedo (El Socorro)
32,17,17,31,La Luz
32,17,38,50,Santa Mónica
32,19,55,21,Guadalupe Victoria (La Villita)
32,19,133,74,San José de Huaracha
32,20,12,94,San Juan del Centro
32,20,24,198,Ermita de Guadalupe
32,20,52,107,Lo de Nava
32,20,97,126,San Rafael
32,21,14,34,Ventura (Buenaventura)
32,23,24,001A,Mezquitera Sur
32,23,98,39,Mezquitera Norte
32,24,8,006A,Crisóstomos
32,24,10,21,Ejido Hidalgo
32,24,77,74,El Matorral
32,26,17,327,Cedros
32,26,23,596,Cuitláhuac (Santa Gertrudis)
32,26,47,581,La Mejorada
32,26,52,331,Los Novillos
32,26,165,1113,La Fábrica
32,26,250,005A,Francisco Villa Uno
32,27,13,19,Presa de los Ángeles (La Presa)
32,29,5,102,Manantial de la Honda (Carboneras)
32,29,9,13,Colonia Veinte de Noviembre (Santa Ana)
32,34,247,51,Colonia Lindavista
32,34,301,66,Los Tolentinos (Los Bordos)
32,34,307,85,Los Tepetates
32,35,12,44,Puerto de Juan Alberto
32,35,35,25,Genaro [Estación]
32,37,17,15,Los Pozos
32,37,29,002A,Valle Hermoso
32,38,19,192,Colonia Belisario Domínguez (Las Güeritas)
32,38,59,46,Espíritu Santo
32,38,75,205,Jaltomate
32,38,152,014A,El Remanente
32,38,160,65,San Andrés
32,38,219,116,La Victoria
32,39,3,147,Anastasio V. Hinojosa
32,39,19,43,José María Morelos y Pavón (La Almoloya)
32,39,27,81,Los Ramírez
32,39,29,128,San Felipe
32,40,17,59,Francisco I. Madero (San Isidro)
32,40,18,10,El Fresno
32,41,3,56,General Gertrudis Sánchez (Santa Rita)
32,42,8,91,Benito Juárez
32,42,25,439,Corrales
32,42,32,157,Emiliano Zapata (Juanes)
32,42,103,180,San Francisco de las Flores (El Ranchito)
32,42,185,138,El Álamo
32,45,45,21,El Terrero
32,46,30,29,El Maresito
32,46,52,52,La Troje
32,49,72,050A,Palmitos
32,49,84,209,Las Pomas (Las Palomas)
32,49,86,196,Colonia Progreso (La Cadena)
32,49,111,533,San Juan Capistrano
32,49,144,393,Vicente Escudero (Viudas)
32,51,4,118,Aldea de Codornices (Jesús María)
32,51,20,67,La Colorada [Estación de Ferrocarril]
32,51,32,300,Flores Magón (San Julián)
32,51,37,476,La Mancha
32,51,38,298,Manganita
32,51,190,349,San Antonio de la Rosa (San Antonio)
32,52,61,30,La Puerta de Jalisco
32,55,49,66,Ojo de Agua del Tigre
32,55,62,85,La Quemada (Hacienda la Quemada)
32,55,69,009A,El Salto
32,56,28,25,Cieneguillas
32,56,34,167,García de la Cadena (El Visitador)
